CPUE comparison between PNE and 83-112 tows
 BIAS > 1 = PNE higher
 MEAN_RATIO > 1 = PNE higher


"COMMON_NAME","BIAS","MEAN_RATIO","MAE","RMSE"
"Alaska skate",0.764618223155714,1.07075350339576,2.01802905561313,489.781971996377
"arrowooth flounder",0.719963827203687,0.957834063814453,1.87293650564024,9338.13705565829
"Kamchatka flounder",0.863004021661192,1.32942124526341,1.88079134490476,320.958849666791
"Greenland turbot",0.867116315732116,1.14901384616058,1.89528257756707,259.013120618638
"flathead sole",1.07081587576981,1.36404820720474,1.55147606850553,2421.0980313435
"Pacific cod",1.03755278773709,1.45837598371299,1.72470164526112,2028.97808279368
"walleye pollock",0.841294087960055,1.36953545695141,1.95066220591992,25149.1420522531
"snow crab",1.5084305274677,1.66246818279371,1.74469101318112,1.58225983976113
